date,business_id,revenue,visits,review_count,avg_rating,is_weekend,local_event_flag,marketing_spend
2024-09-08,evergreen_boutique,1773.98,37,62,4.38,1,0,0.00
2024-09-08,iron_pulse_gym,2183.05,63,232,3.84,1,0,0.00
2024-09-08,nonna_trattoria,9444.58,213,445,4.46,1,0,0.00
2024-09-08,shear_genius_salon,923.70,18,160,4.25,1,0,0.00
2024-09-09,blue_bottle_cafe,1665.21,147,366,4.54,0,0,0.00
2024-09-09,corner_bakery,335.19,42,106,4.58,0,0,0.00
2024-09-09,evergreen_boutique,1623.52,33,62,4.37,0,0,0.00
2024-09-09,iron_pulse_gym,4597.00,162,232,3.84,0,0,0.00
2024-09-09,nonna_trattoria,4003.83,113,445,4.46,0,0,0.00
2024-09-09,shear_genius_salon,1248.63,25,160,4.26,0,0,0.00
2024-09-10,blue_bottle_cafe,1876.08,141,366,4.54,0,0,0.00
2024-09-10,corner_bakery,532.15,59,106,4.58,0,0,0.00
2024-09-10,evergreen_boutique,1496.17,33,62,4.37,0,0,0.00
2024-09-10,iron_pulse_gym,2967.90,97,232,3.85,0,0,0.00
2024-09-10,nonna_trattoria,3514.22,95,445,4.47,0,0,0.00
2024-09-10,shear_genius_salon,2533.64,44,162,4.25,0,0,0.00
2024-09-11,blue_bottle_cafe,2288.00,188,366,4.54,0,0,75.00
2024-09-11,corner_bakery,601.11,70,106,4.59,0,0,0.00
2024-09-11,evergreen_boutique,1758.92,35,62,4.37,0,0,0.00
2024-09-11,iron_pulse_gym,1576.05,61,232,3.85,0,0,0.00
2024-09-11,nonna_trattoria,5157.39,110,446,4.47,0,0,0.00
2024-09-11,shear_genius_salon,2709.95,51,162,4.25,0,0,0.00
2024-09-12,blue_bottle_cafe,2801.80,201,366,4.54,0,0,0.00
2024-09-12,evergreen_boutique,1589.35,32,62,4.37,0,0,0.00
2024-09-12,iron_pulse_gym,2674.56,82,232,3.85,0,0,0.00
2024-09-12,nonna_trattoria,4265.49,106,446,4.47,0,0,0.00
2024-09-12,shear_genius_salon,1774.35,42,162,4.25,0,0,0.00
2024-09-13,blue_bottle_cafe,3264.28,270,366,4.53,0,0,0.00
2024-09-13,corner_bakery,928.23,90,106,4.59,0,0,0.00
2024-09-13,evergreen_boutique,1922.45,39,62,4.37,0,0,0.00
2024-09-13,iron_pulse_gym,2224.62,73,232,3.85,0,0,0.00
2024-09-13,nonna_trattoria,5678.60,168,446,4.47,0,0,0.00
2024-09-13,shear_genius_salon,2554.97,49,163,4.26,0,0,0.00
2024-09-14,blue_bottle_cafe,3171.58,281,367,4.53,1,0,0.00
2024-09-14,corner_bakery,1124.27,128,106,4.59,1,0,0.00
2024-09-14,evergreen_boutique,1787.05,38,62,4.38,1,0,0.00
2024-09-14,iron_pulse_gym,2494.18,79,232,3.85,1,0,0.00
2024-09-14,nonna_trattoria,9523.40,232,448,4.47,1,0,0.00
2024-09-14,shear_genius_salon,3275.96,71,165,4.26,1,0,0.00
2024-09-15,blue_bottle_cafe,3180.83,270,368,4.54,1,0,0.00
2024-09-15,corner_bakery,651.08,63,106,4.59,1,0,0.00
2024-09-15,evergreen_boutique,1258.72,32,62,4.38,1,0,0.00
2024-09-15,iron_pulse_gym,2015.30,66,232,3.85,1,0,0.00
2024-09-15,nonna_trattoria,8413.46,242,449,4.46,1,0,0.00
2024-09-15,shear_genius_salon,693.74,13,165,4.27,1,0,0.00
2024-09-16,blue_bottle_cafe,1691.56,136,368,4.54,0,0,0.00
2024-09-16,evergreen_boutique,1641.22,38,62,4.38,0,0,300.00
2024-09-16,iron_pulse_gym,3099.18,101,233,3.86,0,0,0.00
2024-09-16,nonna_trattoria,4228.25,113,449,4.46,0,0,0.00
2024-09-16,shear_genius_salon,1670.80,28,165,4.26,0,0,0.00
2024-09-17,blue_bottle_cafe,1452.23,136,368,4.54,0,0,0.00
2024-09-17,corner_bakery,380.32,60,106,4.59,0,0,0.00
2024-09-17,evergreen_boutique,1532.40,36,62,4.38,0,0,0.00
2024-09-17,iron_pulse_gym,4076.71,136,233,3.86,0,0,0.00
2024-09-17,nonna_trattoria,5709.63,119,450,4.46,0,0,0.00
2024-09-17,shear_genius_salon,1807.00,35,166,4.26,0,0,0.00
2024-09-18,blue_bottle_cafe,1770.74,171,368,4.54,0,0,0.00
2024-09-18,corner_bakery,369.20,43,106,4.60,0,0,0.00
2024-09-18,evergreen_boutique,1857.61,40,62,4.38,0,0,0.00
2024-09-18,iron_pulse_gym,3727.31,136,233,3.86,0,0,0.00
2024-09-18,nonna_trattoria,4066.49,98,450,4.46,0,0,0.00
2024-09-18,shear_genius_salon,2308.90,34,166,4.26,0,0,0.00
2024-09-19,blue_bottle_cafe,1961.66,181,368,4.54,0,0,0.00
2024-09-19,corner_bakery,478.65,66,106,4.60,0,0,0.00
2024-09-19,evergreen_boutique,1767.66,37,62,4.39,0,0,0.00
2024-09-19,iron_pulse_gym,2908.25,82,233,3.86,0,0,0.00
2024-09-19,nonna_trattoria,6137.15,156,450,4.47,0,0,0.00
2024-09-19,shear_genius_salon,2707.66,48,166,4.27,0,0,0.00
2024-09-20,blue_bottle_cafe,2757.86,251,368,4.54,0,0,0.00
2024-09-20,evergreen_boutique,1787.21,38,62,4.38,0,0,0.00
2024-09-20,iron_pulse_gym,2227.45,74,233,3.87,0,0,0.00
2024-09-20,nonna_trattoria,7066.33,185,451,4.48,0,0,0.00
2024-09-20,shear_genius_salon,3435.26,70,167,4.26,0,0,0.00
2024-09-21,blue_bottle_cafe,3547.82,243,370,4.55,1,0,0.00
2024-09-21,corner_bakery,1176.01,142,107,4.60,1,0,0.00
2024-09-21,evergreen_boutique,1548.51,36,62,4.38,1,0,0.00
2024-09-21,nonna_trattoria,10869.92,246,451,4.47,1,0,0.00
2024-09-21,shear_genius_salon,5088.55,77,167,4.27,1,0,0.00
2024-09-22,blue_bottle_cafe,3145.99,244,371,4.55,1,0,0.00
2024-09-22,corner_bakery,1121.24,125,107,4.60,1,0,0.00
2024-09-22,evergreen_boutique,1855.52,39,62,4.38,1,0,0.00
2024-09-22,iron_pulse_gym,1703.20,56,233,3.87,1,0,0.00
2024-09-22,nonna_trattoria,9890.46,234,452,4.48,1,0,0.00
2024-09-22,shear_genius_salon,845.81,16,167,4.27,1,0,0.00
2024-09-23,blue_bottle_cafe,1754.62,145,371,4.56,0,0,0.00
2024-09-23,corner_bakery,151.81,18,107,4.60,0,0,0.00
2024-09-23,evergreen_boutique,1866.43,41,62,4.38,0,0,0.00
2024-09-23,iron_pulse_gym,2887.55,108,233,3.87,0,0,150.00
2024-09-23,nonna_trattoria,4119.04,118,453,4.47,0,0,0.00
2024-09-23,shear_genius_salon,1874.37,32,167,4.26,0,0,0.00
2024-09-24,blue_bottle_cafe,1554.85,138,371,4.56,0,0,0.00
2024-09-24,evergreen_boutique,1490.47,38,62,4.38,0,0,0.00
2024-09-24,iron_pulse_gym,4265.74,141,233,3.87,0,0,0.00
2024-09-24,nonna_trattoria,4031.74,121,453,4.47,0,0,0.00
2024-09-24,shear_genius_salon,2346.72,37,167,4.26,0,0,0.00
2024-09-25,blue_bottle_cafe,1783.44,154,372,4.56,0,0,0.00
2024-09-25,corner_bakery,445.64,51,109,4.61,0,0,0.00
2024-09-25,evergreen_boutique,1604.99,36,62,4.38,0,0,0.00
2024-09-25,iron_pulse_gym,4204.89,131,233,3.86,0,0,0.00
2024-09-25,nonna_trattoria,4356.82,121,453,4.48,0,0,0.00
2024-09-25,shear_genius_salon,1834.86,33,167,4.27,0,0,0.00
2024-09-26,blue_bottle_cafe,2070.20,160,372,4.56,0,0,0.00
2024-09-26,corner_bakery,118.35,18,109,4.61,0,0,0.00
2024-09-26,evergreen_boutique,2203.85,41,62,4.38,0,0,0.00
2024-09-26,iron_pulse_gym,3039.30,101,233,3.87,0,0,0.00
2024-09-26,nonna_trattoria,5374.80,131,453,4.49,0,0,0.00
2024-09-26,shear_genius_salon,2681.10,45,168,4.27,0,0,0.00
2024-09-27,blue_bottle_cafe,3090.93,236,372,4.56,0,0,0.00
2024-09-27,corner_bakery,574.45,60,110,4.62,0,0,0.00
2024-09-27,evergreen_boutique,1617.56,35,62,4.39,0,0,0.00
2024-09-27,iron_pulse_gym,2452.79,83,233,3.87,0,0,0.00
2024-09-27,nonna_trattoria,6604.82,185,453,4.49,0,0,0.00
2024-09-27,shear_genius_salon,2990.64,57,168,4.27,0,0,0.00
2024-09-28,blue_bottle_cafe,3831.46,310,372,4.56,1,1,0.00
2024-09-28,corner_bakery,452.04,69,110,4.62,1,1,0.00
2024-09-28,evergreen_boutique,1617.63,37,62,4.39,1,1,200.00
2024-09-28,iron_pulse_gym,1552.20,47,234,3.87,1,1,0.00
2024-09-28,nonna_trattoria,21664.34,522,457,4.48,1,1,300.00
2024-09-28,shear_genius_salon,3222.07,58,168,4.27,1,1,0.00
2024-09-29,blue_bottle_cafe,2883.74,245,372,4.56,1,0,0.00
2024-09-29,corner_bakery,1106.68,103,110,4.62,1,0,0.00
2024-09-29,evergreen_boutique,1651.94,36,62,4.39,1,0,0.00
2024-09-29,nonna_trattoria,12669.19,330,457,4.48,1,0,0.00
2024-09-29,shear_genius_salon,1006.86,17,168,4.28,1,0,0.00
2024-09-30,blue_bottle_cafe,1822.20,140,372,4.56,0,0,0.00
2024-09-30,corner_bakery,385.58,42,110,4.63,0,0,0.00
2024-09-30,evergreen_boutique,1413.77,35,62,4.38,0,0,0.00
2024-09-30,nonna_trattoria,4600.05,124,458,4.48,0,0,0.00
2024-09-30,shear_genius_salon,1577.25,26,168,4.27,0,0,0.00
2024-10-01,blue_bottle_cafe,1971.72,153,372,4.56,0,0,0.00
2024-10-01,corner_bakery,296.85,28,110,4.62,0,0,0.00
2024-10-01,evergreen_boutique,1583.57,37,62,4.38,0,0,0.00
2024-10-01,iron_pulse_gym,3770.67,112,234,3.86,0,0,0.00
2024-10-01,nonna_trattoria,4379.24,116,458,4.49,0,0,0.00
2024-10-01,shear_genius_salon,2652.70,45,169,4.28,0,0,0.00
2024-10-02,blue_bottle_cafe,2269.53,194,372,4.57,0,0,200.00
2024-10-02,corner_bakery,443.39,47,110,4.63,0,0,0.00
2024-10-02,evergreen_boutique,1576.49,34,63,4.38,0,0,0.00
2024-10-02,iron_pulse_gym,3921.77,124,234,3.86,0,0,0.00
2024-10-02,nonna_trattoria,4107.94,113,459,4.50,0,0,0.00
2024-10-02,shear_genius_salon,2297.41,51,169,4.28,0,0,75.00
2024-10-03,blue_bottle_cafe,2875.91,226,372,4.57,0,0,0.00
2024-10-03,corner_bakery,586.66,66,111,4.62,0,0,0.00
2024-10-03,evergreen_boutique,2023.48,42,63,4.39,0,0,0.00
2024-10-03,iron_pulse_gym,3269.31,110,235,3.86,0,0,0.00
2024-10-03,nonna_trattoria,5192.50,117,459,4.50,0,0,0.00
2024-10-03,shear_genius_salon,2971.03,54,170,4.28,0,0,0.00
2024-10-04,blue_bottle_cafe,2814.47,267,372,4.58,0,0,0.00
2024-10-04,corner_bakery,689.84,80,111,4.62,0,0,0.00
2024-10-04,evergreen_boutique,1792.90,41,63,4.38,0,0,0.00
2024-10-04,iron_pulse_gym,3031.78,82,236,3.86,0,0,0.00
2024-10-04,nonna_trattoria,14616.48,323,459,4.50,0,0,250.00
2024-10-04,shear_genius_salon,2392.95,42,171,4.29,0,0,0.00
2024-10-05,blue_bottle_cafe,4953.74,371,373,4.58,1,0,250.00
2024-10-05,evergreen_boutique,1603.00,34,63,4.39,1,0,0.00
2024-10-05,iron_pulse_gym,2524.65,84,236,3.85,1,0,0.00
2024-10-05,nonna_trattoria,13150.48,301,459,4.50,1,0,0.00
2024-10-05,shear_genius_salon,2354.58,62,171,4.29,1,0,0.00
2024-10-06,blue_bottle_cafe,3420.48,297,375,4.58,1,0,0.00
2024-10-06,corner_bakery,724.78,82,113,4.62,1,0,0.00
2024-10-06,evergreen_boutique,1931.58,37,63,4.39,1,0,0.00
2024-10-06,iron_pulse_gym,2275.73,76,236,3.86,1,0,0.00
2024-10-06,nonna_trattoria,12608.07,313,459,4.50,1,0,0.00
2024-10-06,shear_genius_salon,716.77,18,171,4.29,1,0,0.00
2024-10-07,blue_bottle_cafe,2140.80,203,376,4.58,0,0,0.00
2024-10-07,corner_bakery,819.75,72,114,4.62,0,0,0.00
2024-10-07,evergreen_boutique,1826.08,40,63,4.40,0,0,0.00
2024-10-07,iron_pulse_gym,2643.21,91,237,3.85,0,0,0.00
2024-10-07,nonna_trattoria,4740.97,109,459,4.49,0,0,0.00
2024-10-07,shear_genius_salon,1332.69,25,171,4.29,0,0,0.00
2024-10-08,blue_bottle_cafe,2171.85,157,377,4.57,0,0,0.00
2024-10-08,corner_bakery,228.74,29,114,4.63,0,0,0.00
2024-10-08,evergreen_boutique,1999.12,39,63,4.41,0,0,0.00
2024-10-08,iron_pulse_gym,4384.03,134,237,3.86,0,0,0.00
2024-10-08,nonna_trattoria,3937.06,99,459,4.49,0,0,0.00
2024-10-08,shear_genius_salon,1904.83,39,171,4.29,0,0,0.00
2024-10-09,blue_bottle_cafe,1554.42,152,379,4.58,0,1,0.00
2024-10-09,corner_bakery,231.18,34,114,4.63,0,1,0.00
2024-10-09,evergreen_boutique,1407.00,35,63,4.41,0,1,0.00
2024-10-09,iron_pulse_gym,3396.20,112,237,3.85,0,1,0.00
2024-10-09,nonna_trattoria,6008.42,150,459,4.49,0,1,0.00
2024-10-09,shear_genius_salon,1387.69,31,171,4.29,0,1,0.00
2024-10-10,blue_bottle_cafe,2312.73,193,379,4.57,0,0,0.00
2024-10-10,corner_bakery,566.09,61,114,4.63,0,0,0.00
2024-10-10,evergreen_boutique,2061.40,37,63,4.41,0,0,0.00
2024-10-10,iron_pulse_gym,4004.28,126,237,3.85,0,0,0.00
2024-10-10,nonna_trattoria,7232.63,158,459,4.48,0,0,0.00
2024-10-10,shear_genius_salon,3299.97,52,172,4.29,0,0,0.00
2024-10-11,blue_bottle_cafe,3088.74,201,380,4.57,0,0,0.00
2024-10-11,corner_bakery,596.23,56,114,4.63,0,0,0.00
2024-10-11,evergreen_boutique,1790.36,42,63,4.42,0,0,0.00
2024-10-11,iron_pulse_gym,3160.36,103,237,3.85,0,0,0.00
2024-10-11,nonna_trattoria,7550.17,182,460,4.48,0,0,0.00
2024-10-11,shear_genius_salon,2462.90,48,172,4.29,0,0,0.00
2024-10-12,blue_bottle_cafe,3203.30,252,380,4.57,1,0,0.00
2024-10-12,corner_bakery,995.96,136,114,4.63,1,0,0.00
2024-10-12,evergreen_boutique,1540.30,37,63,4.42,1,0,0.00
2024-10-12,iron_pulse_gym,1491.04,58,237,3.86,1,0,0.00
2024-10-12,nonna_trattoria,7207.13,231,463,4.48,1,0,0.00
2024-10-12,shear_genius_salon,4111.80,67,172,4.29,1,0,0.00
2024-10-13,blue_bottle_cafe,3151.61,242,380,4.57,1,0,0.00
2024-10-13,corner_bakery,1518.30,142,114,4.63,1,0,0.00
2024-10-13,evergreen_boutique,1446.84,36,63,4.43,1,0,100.00
2024-10-13,iron_pulse_gym,2134.57,71,237,3.86,1,0,0.00
2024-10-13,nonna_trattoria,7004.30,174,465,4.48,1,0,0.00
2024-10-13,shear_genius_salon,793.38,15,172,4.29,1,0,0.00
2024-10-14,blue_bottle_cafe,1315.64,114,380,4.56,0,0,0.00
2024-10-14,corner_bakery,487.08,46,114,4.63,0,0,0.00
2024-10-14,evergreen_boutique,1614.69,39,63,4.43,0,0,0.00
2024-10-14,iron_pulse_gym,2137.79,79,237,3.86,0,0,0.00
2024-10-14,nonna_trattoria,4055.62,101,465,4.48,0,0,0.00
2024-10-14,shear_genius_salon,1186.90,22,173,4.29,0,0,0.00
2024-10-15,blue_bottle_cafe,1728.73,121,381,4.57,0,0,0.00
2024-10-15,evergreen_boutique,2239.92,38,63,4.43,0,0,0.00
2024-10-15,iron_pulse_gym,2635.63,88,238,3.86,0,0,0.00
2024-10-15,nonna_trattoria,4419.93,125,465,4.49,0,0,0.00
2024-10-15,shear_genius_salon,1529.59,34,173,4.29,0,0,0.00
2024-10-16,blue_bottle_cafe,1835.36,160,382,4.57,0,0,0.00
2024-10-16,evergreen_boutique,1695.77,40,63,4.43,0,0,0.00
2024-10-16,iron_pulse_gym,2589.15,85,238,3.86,0,0,0.00
2024-10-16,nonna_trattoria,4179.44,118,465,4.50,0,0,0.00
2024-10-16,shear_genius_salon,3190.83,61,173,4.29,0,0,300.00
2024-10-17,blue_bottle_cafe,1963.19,161,383,4.57,0,0,0.00
2024-10-17,corner_bakery,606.65,61,115,4.63,0,0,0.00
2024-10-17,evergreen_boutique,1571.09,42,63,4.44,0,0,0.00
2024-10-17,iron_pulse_gym,2648.23,89,239,3.86,0,0,0.00
2024-10-17,nonna_trattoria,5301.19,125,466,4.49,0,0,0.00
2024-10-17,shear_genius_salon,3339.62,59,173,4.29,0,0,0.00
2024-10-18,blue_bottle_cafe,2122.24,187,383,4.57,0,0,0.00
2024-10-18,corner_bakery,438.20,41,115,4.63,0,0,0.00
2024-10-18,evergreen_boutique,1789.03,43,63,4.43,0,0,0.00
2024-10-18,iron_pulse_gym,3263.24,87,239,3.86,0,0,0.00
2024-10-18,nonna_trattoria,7739.90,209,466,4.50,0,0,0.00
2024-10-18,shear_genius_salon,4759.70,77,174,4.30,0,0,0.00
2024-10-19,blue_bottle_cafe,2892.22,247,383,4.58,1,0,0.00
2024-10-19,corner_bakery,1202.88,122,115,4.63,1,0,0.00
2024-10-19,evergreen_boutique,1914.25,41,63,4.44,1,0,0.00
2024-10-19,iron_pulse_gym,2212.21,63,239,3.86,1,0,100.00
2024-10-19,nonna_trattoria,11326.49,274,468,4.51,1,0,200.00
2024-10-19,shear_genius_salon,4646.12,79,176,4.30,1,0,0.00
2024-10-20,blue_bottle_cafe,3088.50,239,385,4.57,1,0,0.00
2024-10-20,corner_bakery,706.05,91,115,4.64,1,0,0.00
2024-10-20,evergreen_boutique,1787.31,35,63,4.43,1,0,0.00
2024-10-20,nonna_trattoria,10863.72,313,468,4.50,1,0,0.00
2024-10-20,shear_genius_salon,839.92,15,176,4.30,1,0,0.00
2024-10-21,blue_bottle_cafe,2657.79,217,385,4.57,0,0,200.00
2024-10-21,corner_bakery,376.32,49,115,4.64,0,0,0.00
2024-10-21,evergreen_boutique,1620.84,34,63,4.44,0,0,0.00
2024-10-21,iron_pulse_gym,4633.45,145,239,3.86,0,0,0.00
2024-10-21,nonna_trattoria,3481.84,107,470,4.50,0,0,0.00
2024-10-21,shear_genius_salon,1455.54,25,176,4.31,0,0,0.00
2024-10-22,blue_bottle_cafe,2433.33,192,385,4.57,0,0,0.00
2024-10-22,corner_bakery,302.19,34,115,4.64,0,0,0.00
2024-10-22,evergreen_boutique,1589.37,35,63,4.44,0,0,0.00
2024-10-22,iron_pulse_gym,4288.48,146,239,3.86,0,0,0.00
2024-10-22,nonna_trattoria,4426.50,110,470,4.50,0,0,0.00
2024-10-22,shear_genius_salon,2213.85,37,176,4.30,0,0,0.00
2024-10-23,blue_bottle_cafe,2408.85,217,386,4.57,0,0,0.00
2024-10-23,corner_bakery,272.46,34,115,4.65,0,0,0.00
2024-10-23,evergreen_boutique,1918.18,37,63,4.44,0,0,0.00
2024-10-23,iron_pulse_gym,2220.34,83,241,3.86,0,0,0.00
2024-10-23,nonna_trattoria,4535.16,129,471,4.49,0,0,0.00
2024-10-23,shear_genius_salon,2419.76,40,176,4.31,0,0,0.00
2024-10-24,blue_bottle_cafe,2091.38,171,386,4.57,0,0,0.00
2024-10-24,corner_bakery,685.02,69,115,4.65,0,0,0.00
2024-10-24,evergreen_boutique,1379.22,34,63,4.44,0,0,0.00
2024-10-24,iron_pulse_gym,3397.84,105,241,3.85,0,0,0.00
2024-10-24,nonna_trattoria,5353.55,150,471,4.49,0,0,0.00
2024-10-24,shear_genius_salon,2396.91,37,177,4.31,0,0,0.00
2024-10-25,blue_bottle_cafe,2760.24,222,386,4.58,0,0,0.00
2024-10-25,evergreen_boutique,1476.24,32,63,4.44,0,0,0.00
2024-10-25,nonna_trattoria,8024.27,179,471,4.49,0,0,0.00
2024-10-25,shear_genius_salon,3671.43,66,179,4.30,0,0,0.00
2024-10-26,blue_bottle_cafe,4016.32,264,386,4.58,1,0,0.00
2024-10-26,corner_bakery,1137.71,113,115,4.65,1,0,0.00
2024-10-26,evergreen_boutique,1617.78,38,63,4.45,1,0,200.00
2024-10-26,iron_pulse_gym,1700.30,52,241,3.85,1,0,0.00
2024-10-26,nonna_trattoria,9848.27,238,472,4.50,1,0,0.00
2024-10-26,shear_genius_salon,3362.84,59,179,4.31,1,0,0.00
2024-10-27,blue_bottle_cafe,3325.98,244,386,4.58,1,0,0.00
2024-10-27,corner_bakery,1384.97,137,115,4.65,1,0,0.00
2024-10-27,evergreen_boutique,1486.50,31,63,4.45,1,0,0.00
2024-10-27,iron_pulse_gym,1231.45,42,241,3.85,1,0,0.00
2024-10-27,nonna_trattoria,7654.01,234,473,4.49,1,0,0.00
2024-10-27,shear_genius_salon,1134.62,18,179,4.31,1,0,0.00
2024-10-28,blue_bottle_cafe,1836.99,156,387,4.58,0,0,0.00
2024-10-28,corner_bakery,583.31,80,115,4.66,0,0,0.00
2024-10-28,evergreen_boutique,1512.21,38,63,4.45,0,0,0.00
2024-10-28,iron_pulse_gym,2887.80,92,241,3.84,0,0,0.00
2024-10-28,nonna_trattoria,4737.55,116,474,4.50,0,0,50.00
2024-10-28,shear_genius_salon,1606.41,26,179,4.31,0,0,0.00
2024-10-29,blue_bottle_cafe,2029.15,157,389,4.58,0,0,0.00
2024-10-29,corner_bakery,267.08,34,115,4.66,0,0,0.00
2024-10-29,evergreen_boutique,1394.09,38,63,4.45,0,0,0.00
2024-10-29,iron_pulse_gym,3936.38,125,241,3.84,0,0,0.00
2024-10-29,nonna_trattoria,4659.88,111,474,4.49,0,0,0.00
2024-10-29,shear_genius_salon,2628.11,45,180,4.32,0,0,0.00
2024-10-30,blue_bottle_cafe,1574.02,153,389,4.58,0,0,0.00
2024-10-30,evergreen_boutique,1869.49,42,63,4.46,0,0,0.00
2024-10-30,iron_pulse_gym,2570.51,85,241,3.84,0,0,0.00
2024-10-30,nonna_trattoria,5203.86,132,474,4.48,0,0,0.00
2024-10-30,shear_genius_salon,3265.35,56,181,4.32,0,0,0.00
2024-10-31,blue_bottle_cafe,2317.56,218,389,4.58,0,0,150.00
2024-10-31,corner_bakery,731.33,83,116,4.66,0,0,0.00
2024-10-31,evergreen_boutique,1437.21,36,63,4.46,0,0,0.00
2024-10-31,iron_pulse_gym,2458.07,92,241,3.85,0,0,0.00
2024-10-31,nonna_trattoria,5794.95,157,475,4.49,0,0,0.00
2024-10-31,shear_genius_salon,2390.63,49,181,4.32,0,0,0.00
2024-11-01,blue_bottle_cafe,3775.47,324,389,4.58,0,0,0.00
2024-11-01,corner_bakery,666.53,80,118,4.66,0,0,0.00
2024-11-01,evergreen_boutique,1790.35,38,63,4.46,0,0,0.00
2024-11-01,iron_pulse_gym,3152.92,91,241,3.84,0,0,0.00
2024-11-01,nonna_trattoria,6677.43,179,475,4.49,0,0,0.00
2024-11-01,shear_genius_salon,2655.74,64,181,4.33,0,0,200.00
2024-11-02,blue_bottle_cafe,5312.83,398,391,4.59,1,1,0.00
2024-11-02,evergreen_boutique,1872.91,40,64,4.46,1,1,0.00
2024-11-02,nonna_trattoria,11357.84,293,475,4.48,1,1,0.00
2024-11-02,shear_genius_salon,4366.01,72,182,4.33,1,1,0.00
2024-11-03,blue_bottle_cafe,2837.96,267,391,4.58,1,0,50.00
2024-11-03,evergreen_boutique,1671.31,35,64,4.47,1,0,0.00
2024-11-03,iron_pulse_gym,1765.18,67,241,3.83,1,0,0.00
2024-11-03,nonna_trattoria,7617.07,197,475,4.48,1,0,0.00
2024-11-03,shear_genius_salon,1460.48,24,182,4.33,1,0,0.00
2024-11-04,blue_bottle_cafe,2775.81,211,391,4.59,0,1,0.00
2024-11-04,corner_bakery,169.71,19,119,4.65,0,1,0.00
2024-11-04,evergreen_boutique,1514.14,34,64,4.47,0,1,0.00
2024-11-04,nonna_trattoria,4685.63,143,476,4.48,0,1,0.00
2024-11-04,shear_genius_salon,1614.81,31,182,4.33,0,1,0.00
2024-11-05,blue_bottle_cafe,2351.25,165,391,4.58,0,0,0.00
2024-11-05,evergreen_boutique,1752.63,38,64,4.47,0,0,0.00
2024-11-05,iron_pulse_gym,1732.31,65,241,3.83,0,0,0.00
2024-11-05,nonna_trattoria,4053.36,106,477,4.48,0,0,0.00
2024-11-05,shear_genius_salon,2751.02,53,182,4.34,0,0,0.00
2024-11-06,blue_bottle_cafe,2040.80,179,392,4.59,0,0,0.00
2024-11-06,corner_bakery,714.12,77,119,4.66,0,0,0.00
2024-11-06,evergreen_boutique,1548.63,35,64,4.47,0,0,0.00
2024-11-06,nonna_trattoria,4627.52,111,477,4.48,0,0,0.00
2024-11-06,shear_genius_salon,3471.93,53,182,4.34,0,0,0.00
2024-11-07,blue_bottle_cafe,2042.37,164,392,4.59,0,0,0.00
2024-11-07,corner_bakery,757.68,68,119,4.66,0,0,0.00
2024-11-07,evergreen_boutique,2077.89,44,64,4.47,0,0,250.00
2024-11-07,iron_pulse_gym,3608.67,110,241,3.82,0,0,0.00
2024-11-07,nonna_trattoria,5214.74,133,477,4.48,0,0,0.00
2024-11-07,shear_genius_salon,1908.64,38,183,4.35,0,0,0.00
2024-11-08,blue_bottle_cafe,3052.75,245,392,4.60,0,0,0.00
2024-11-08,evergreen_boutique,1966.80,45,64,4.47,0,0,0.00
2024-11-08,iron_pulse_gym,3001.39,85,241,3.83,0,0,0.00
2024-11-08,nonna_trattoria,5413.63,165,479,4.48,0,0,0.00
2024-11-08,shear_genius_salon,2735.72,61,183,4.35,0,0,0.00
2024-11-09,blue_bottle_cafe,3387.19,305,392,4.61,1,1,0.00
2024-11-09,corner_bakery,1874.14,191,119,4.67,1,1,0.00
2024-11-09,evergreen_boutique,1781.86,37,64,4.47,1,1,0.00
2024-11-09,iron_pulse_gym,2260.24,70,241,3.83,1,1,0.00
2024-11-09,nonna_trattoria,9963.53,286,480,4.48,1,1,0.00
2024-11-09,shear_genius_salon,4034.41,73,183,4.35,1,1,0.00
2024-11-10,blue_bottle_cafe,3458.49,291,393,4.60,1,0,0.00
2024-11-10,evergreen_boutique,1255.34,33,64,4.48,1,0,0.00
2024-11-10,iron_pulse_gym,1468.57,51,241,3.82,1,0,0.00
2024-11-10,nonna_trattoria,7488.37,186,480,4.49,1,0,0.00
2024-11-10,shear_genius_salon,898.22,16,183,4.35,1,0,0.00
2024-11-11,blue_bottle_cafe,1872.53,181,394,4.59,0,0,0.00
2024-11-11,evergreen_boutique,1611.19,42,64,4.48,0,0,0.00
2024-11-11,iron_pulse_gym,3233.98,105,241,3.83,0,0,0.00
2024-11-11,nonna_trattoria,5117.72,126,481,4.49,0,0,0.00
2024-11-11,shear_genius_salon,2357.12,34,183,4.35,0,0,0.00
2024-11-12,blue_bottle_cafe,1843.76,162,394,4.59,0,0,0.00
2024-11-12,corner_bakery,436.25,44,119,4.66,0,0,0.00
2024-11-12,evergreen_boutique,1878.76,40,64,4.48,0,0,0.00
2024-11-12,nonna_trattoria,3577.54,110,481,4.50,0,0,0.00
2024-11-12,shear_genius_salon,2070.96,37,183,4.36,0,0,0.00
2024-11-13,blue_bottle_cafe,2494.72,161,395,4.58,0,0,0.00
2024-11-13,corner_bakery,424.93,44,119,4.66,0,0,0.00
2024-11-13,evergreen_boutique,2464.52,41,64,4.48,0,0,0.00
2024-11-13,iron_pulse_gym,3526.68,118,241,3.83,0,0,0.00
2024-11-13,nonna_trattoria,5055.67,108,481,4.50,0,0,0.00
2024-11-13,shear_genius_salon,2673.30,48,183,4.36,0,0,0.00
